"","VCF0004","VCF0101","VCF0110","VCF0901a","VCF0114","VCF0105b","VCF0104","VCF0147","VCF0303","VCF0116","VCF9025"
"30244",1986,30,"3. Some college (13 grades or more but no degree;",26,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30245",1986,31,"3. Some college (13 grades or more but no degree;",26,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30246",1986,24,"2. High school (12 grades or fewer, incl. non-college",13,"1. 0 to 16 percentile","2. Black non-Hispanic","2. Female","4. Separated","3. Republicans (including leaners)","7. Homemaker","9. DK; NA; did not vote; DK/NA/refused to say if"
"30247",1986,28,"4. College or advanced degree (no cases 1948)",53,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","2. Never married","3. Republicans (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"30248",1986,51,"1. Grade school or less (0-8 grades)",47,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","5. Widowed","3. Republicans (including leaners)","6. Permanently disabled","9. DK; NA; did not vote; DK/NA/refused to say if"
"30249",1986,53,"2. High school (12 grades or fewer, incl. non-college",47,"1. 0 to 16 percentile","1. White non-Hispanic","1. Male","2. Never married","3. Republicans (including leaners)","4. Unemployed","9. DK; NA; did not vote; DK/NA/refused to say if"
"30250",1986,57,"2. High school (12 grades or fewer, incl. non-college",37,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"30251",1986,25,"4. College or advanced degree (no cases 1948)",37,"4. 68 to 95 percentile","4. Other or multiple races, non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"30252",1986,26,"2. High school (12 grades or fewer, incl. non-college",37,"1. 0 to 16 percentile","2. Black non-Hispanic","2. Female","7. Partners; not married (VOLUNTEERED [exc.1986,2012])","1. Democrats (including leaners)","4. Unemployed","0. No gubernatorial race in state (includes Washington"
"30253",1986,31,"4. College or advanced degree (no cases 1948)",47,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","7. Homemaker","2. Republican"
"30254",1986,37,"2. High school (12 grades or fewer, incl. non-college",13,"2. 17 to 33 percentile","2. Black non-Hispanic","2. Female","3. Divorced","1. Democrats (including leaners)","7. Homemaker","1. Democrat"
"30255",1986,30,"2. High school (12 grades or fewer, incl. non-college",47,"3. 34 to 67 percentile","2. Black non-Hispanic","1. Male","7. Partners; not married (VOLUNTEERED [exc.1986,2012])","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30256",1986,79,"1. Grade school or less (0-8 grades)",36,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","5. Retired","2. Republican"
"30257",1986,53,"4. College or advanced degree (no cases 1948)",37,"4. 68 to 95 percentile","2. Black non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"30258",1986,54,"3. Some college (13 grades or more but no degree;",13,"3. 34 to 67 percentile","2. Black non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"30259",1986,74,"2. High school (12 grades or fewer, incl. non-college",24,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","7. Homemaker","9. DK; NA; did not vote; DK/NA/refused to say if"
"30260",1986,51,"2. High school (12 grades or fewer, incl. non-college",36,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30261",1986,29,"3. Some college (13 grades or more but no degree;",5,"2. 17 to 33 percentile","2. Black non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30262",1986,39,"2. High school (12 grades or fewer, incl. non-college",13,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","4. Separated","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30263",1986,61,"2. High school (12 grades or fewer, incl. non-college",18,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"30264",1986,84,"1. Grade school or less (0-8 grades)",5,"1. 0 to 16 percentile","2. Black non-Hispanic","2. Female","5. Widowed","3. Republicans (including leaners)","5. Retired","1. Democrat"
"30265",1986,25,"4. College or advanced degree (no cases 1948)",51,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"30266",1986,25,"3. Some college (13 grades or more but no degree;",34,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"30267",1986,32,"4. College or advanced degree (no cases 1948)",48,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"30268",1986,22,"2. High school (12 grades or fewer, incl. non-college",12,"4. 68 to 95 percentile","2. Black non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30269",1986,57,"2. High school (12 grades or fewer, incl. non-college",48,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","7. Homemaker","9. DK; NA; did not vote; DK/NA/refused to say if"
"30270",1986,34,"2. High school (12 grades or fewer, incl. non-college",26,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","2. Independents","1. Working now","2. Republican"
"30271",1986,29,"2. High school (12 grades or fewer, incl. non-college",26,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","7. Partners; not married (VOLUNTEERED [exc.1986,2012])","1. Democrats (including leaners)","1. Working now","1. Democrat"
"30272",1986,33,"2. High school (12 grades or fewer, incl. non-college",26,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","2. Female","1. Married","2. Independents","7. Homemaker","9. DK; NA; did not vote; DK/NA/refused to say if"
"30273",1986,34,"3. Some college (13 grades or more but no degree;",36,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"30274",1986,69,"1. Grade school or less (0-8 grades)",51,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","7. Homemaker","0. No gubernatorial race in state (includes Washington"
"30275",1986,50,"2. High school (12 grades or fewer, incl. non-college",13,"5. 96 to 100 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","1. Democrat"
"30276",1986,66,"1. Grade school or less (0-8 grades)",13,"1. 0 to 16 percentile","2. Black non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","7. Homemaker","1. Democrat"
"30277",1986,18,"2. High school (12 grades or fewer, incl. non-college",19,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","2. Never married","1. Democrats (including leaners)","8. Student","9. DK; NA; did not vote; DK/NA/refused to say if"
"30278",1986,52,"2. High school (12 grades or fewer, incl. non-college",42,"3. 34 to 67 percentile","2. Black non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"30279",1986,34,"2. High school (12 grades or fewer, incl. non-college",17,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30280",1986,39,"2. High school (12 grades or fewer, incl. non-college",36,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30281",1986,70,"4. College or advanced degree (no cases 1948)",17,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","5. Retired","2. Republican"
"30282",1986,36,"2. High school (12 grades or fewer, incl. non-college",39,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","1. Married","2. Independents","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30283",1986,25,"2. High school (12 grades or fewer, incl. non-college",4,"3. 34 to 67 percentile","3. Hispanic","1. Male","2. Never married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"30284",1986,67,"2. High school (12 grades or fewer, incl. non-college",26,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","5. Retired","1. Democrat"
"30285",1986,71,"2. High school (12 grades or fewer, incl. non-college",19,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","7. Homemaker","1. Democrat"
"30286",1986,43,"4. College or advanced degree (no cases 1948)",19,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"30287",1986,40,"2. High school (12 grades or fewer, incl. non-college",36,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"30288",1986,19,"3. Some college (13 grades or more but no degree;",13,"1. 0 to 16 percentile","1. White non-Hispanic","1. Male","2. Never married","1. Democrats (including leaners)","8. Student","9. DK; NA; did not vote; DK/NA/refused to say if"
"30289",1986,30,"4. College or advanced degree (no cases 1948)",25,"5. 96 to 100 percentile","1. White non-Hispanic","1. Male","7. Partners; not married (VOLUNTEERED [exc.1986,2012])","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30290",1986,26,"3. Some college (13 grades or more but no degree;",13,"3. 34 to 67 percentile","2. Black non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"30291",1986,24,"3. Some college (13 grades or more but no degree;",48,"4. 68 to 95 percentile","3. Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30292",1986,30,"2. High school (12 grades or fewer, incl. non-college",26,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","8. Student","1. Democrat"
"30293",1986,42,"3. Some college (13 grades or more but no degree;",36,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"30294",1986,38,"1. Grade school or less (0-8 grades)",13,"1. 0 to 16 percentile","2. Black non-Hispanic","2. Female","4. Separated","1. Democrats (including leaners)","7. Homemaker","1. Democrat"
"30295",1986,25,"3. Some college (13 grades or more but no degree;",36,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","2. Never married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30296",1986,63,"2. High school (12 grades or fewer, incl. non-college",37,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"30297",1986,47,"2. High school (12 grades or fewer, incl. non-college",48,"4. 68 to 95 percentile","3. Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","2. Republican"
"30298",1986,74,"2. High school (12 grades or fewer, incl. non-college",41,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","7. Homemaker","1. Democrat"
"30299",1986,51,"4. College or advanced degree (no cases 1948)",41,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","5. Retired","2. Republican"
"30300",1986,59,"2. High school (12 grades or fewer, incl. non-college",41,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","1. Democrat"
"30301",1986,39,"4. College or advanced degree (no cases 1948)",37,"3. 34 to 67 percentile","2. Black non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"30302",1986,73,"2. High school (12 grades or fewer, incl. non-college",36,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","5. Retired","2. Republican"
"30303",1986,61,"2. High school (12 grades or fewer, incl. non-college",36,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"30304",1986,28,"2. High school (12 grades or fewer, incl. non-college",12,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","3. Divorced","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30305",1986,48,"3. Some college (13 grades or more but no degree;",47,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","7. Homemaker","2. Republican"
"30306",1986,47,"4. College or advanced degree (no cases 1948)",42,"2. 17 to 33 percentile","2. Black non-Hispanic","2. Female","2. Never married","2. Independents","1. Working now","1. Democrat"
"30307",1986,69,"2. High school (12 grades or fewer, incl. non-college",6,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","5. Widowed","3. Republicans (including leaners)","1. Working now","2. Republican"
"30308",1986,75,"2. High school (12 grades or fewer, incl. non-college",39,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","7. Homemaker","9. DK; NA; did not vote; DK/NA/refused to say if"
"30309",1986,30,"2. High school (12 grades or fewer, incl. non-college",26,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","3. Divorced","3. Republicans (including leaners)","1. Working now","1. Democrat"
"30310",1986,73,"4. College or advanced degree (no cases 1948)",48,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","5. Retired","2. Republican"
"30311",1986,41,"3. Some college (13 grades or more but no degree;",4,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","3. Other"
"30312",1986,48,"2. High school (12 grades or fewer, incl. non-college",47,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","2. Independents","1. Working now","2. Republican"
"30313",1986,50,"1. Grade school or less (0-8 grades)",18,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","3. Divorced","1. Democrats (including leaners)","4. Unemployed","0. No gubernatorial race in state (includes Washington"
"30314",1986,78,"1. Grade school or less (0-8 grades)",47,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","5. Widowed","2. Independents","6. Permanently disabled","9. DK; NA; did not vote; DK/NA/refused to say if"
"30315",1986,76,"1. Grade school or less (0-8 grades)",18,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","5. Widowed","3. Republicans (including leaners)","7. Homemaker","0. No gubernatorial race in state (includes Washington"
"30316",1986,83,"1. Grade school or less (0-8 grades)",47,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","3. Divorced","3. Republicans (including leaners)","5. Retired","9. DK; NA; did not vote; DK/NA/refused to say if"
"30317",1986,48,"2. High school (12 grades or fewer, incl. non-college",19,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"30318",1986,42,"3. Some college (13 grades or more but no degree;",26,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"30319",1986,66,"3. Some college (13 grades or more but no degree;",29,"1. 0 to 16 percentile","2. Black non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","5. Retired","0. No gubernatorial race in state (includes Washington"
"30320",1986,76,"2. High school (12 grades or fewer, incl. non-college",33,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","5. Widowed","3. Republicans (including leaners)","5. Retired","9. DK; NA; did not vote; DK/NA/refused to say if"
"30321",1986,63,"4. College or advanced degree (no cases 1948)",36,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","5. Widowed","3. Republicans (including leaners)","5. Retired","2. Republican"
"30322",1986,25,"3. Some college (13 grades or more but no degree;",36,"3. 34 to 67 percentile","3. Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30323",1986,22,"3. Some college (13 grades or more but no degree;",36,"3. 34 to 67 percentile","3. Hispanic","2. Female","4. Separated","1. Democrats (including leaners)","8. Student","9. DK; NA; did not vote; DK/NA/refused to say if"
"30324",1986,68,"2. High school (12 grades or fewer, incl. non-college",42,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","5. Retired","1. Democrat"
"30325",1986,36,"2. High school (12 grades or fewer, incl. non-college",42,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30326",1986,36,"3. Some college (13 grades or more but no degree;",26,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","2. Independents","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30327",1986,19,"2. High school (12 grades or fewer, incl. non-college",26,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","3. Divorced","3. Republicans (including leaners)","8. Student","1. Democrat"
"30328",1986,31,"4. College or advanced degree (no cases 1948)",12,"5. 96 to 100 percentile","1. White non-Hispanic","1. Male","1. Married","2. Independents","1. Working now","2. Republican"
"30329",1986,41,"3. Some college (13 grades or more but no degree;",12,"1. 0 to 16 percentile","2. Black non-Hispanic","1. Male","3. Divorced","1. Democrats (including leaners)","6. Permanently disabled","2. Republican"
"30330",1986,64,"3. Some college (13 grades or more but no degree;",12,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","5. Retired","2. Republican"
"30331",1986,54,"1. Grade school or less (0-8 grades)",12,"1. 0 to 16 percentile","2. Black non-Hispanic","1. Male","3. Divorced","1. Democrats (including leaners)","6. Permanently disabled","9. DK; NA; did not vote; DK/NA/refused to say if"
"30332",1986,24,"2. High school (12 grades or fewer, incl. non-college",56,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","2. Independents","7. Homemaker","9. DK; NA; did not vote; DK/NA/refused to say if"
"30333",1986,40,"2. High school (12 grades or fewer, incl. non-college",56,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","2. Independents","7. Homemaker","9. DK; NA; did not vote; DK/NA/refused to say if"
"30334",1986,24,"3. Some college (13 grades or more but no degree;",56,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30335",1986,65,"1. Grade school or less (0-8 grades)",51,"0. DK; NA; refused to answer; no Pre IW","2. Black non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","5. Retired","0. No gubernatorial race in state (includes Washington"
"30336",1986,31,"4. College or advanced degree (no cases 1948)",24,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"30337",1986,51,"2. High school (12 grades or fewer, incl. non-college",6,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","2. Independents","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30338",1986,78,"3. Some college (13 grades or more but no degree;",48,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","2. Female","5. Widowed","3. Republicans (including leaners)","5. Retired","2. Republican"
"30339",1986,21,"4. College or advanced degree (no cases 1948)",37,"5. 96 to 100 percentile","1. White non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"30340",1986,40,"1. Grade school or less (0-8 grades)",36,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","2. Independents","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30341",1986,30,"2. High school (12 grades or fewer, incl. non-college",47,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","2. Independents","7. Homemaker","9. DK; NA; did not vote; DK/NA/refused to say if"
"30342",1986,35,"2. High school (12 grades or fewer, incl. non-college",39,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"30343",1986,70,"4. College or advanced degree (no cases 1948)",37,"0. DK; NA; refused to answer; no Pre IW","2. Black non-Hispanic","2. Female","3. Divorced","1. Democrats (including leaners)","5. Retired","0. No gubernatorial race in state (includes Washington"
"30344",1986,49,"4. College or advanced degree (no cases 1948)",36,"5. 96 to 100 percentile","1. White non-Hispanic","2. Female","1. Married","2. Independents","7. Homemaker","9. DK; NA; did not vote; DK/NA/refused to say if"
"30345",1986,18,"2. High school (12 grades or fewer, incl. non-college",36,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","8. Student","9. DK; NA; did not vote; DK/NA/refused to say if"
"30346",1986,33,"2. High school (12 grades or fewer, incl. non-college",39,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","4. Unemployed","9. DK; NA; did not vote; DK/NA/refused to say if"
"30347",1986,72,"1. Grade school or less (0-8 grades)",37,"1. 0 to 16 percentile","2. Black non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","6. Permanently disabled","0. No gubernatorial race in state (includes Washington"
"30348",1986,23,"3. Some college (13 grades or more but no degree;",26,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","2. Never married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30349",1986,20,"2. High school (12 grades or fewer, incl. non-college",56,"1. 0 to 16 percentile","1. White non-Hispanic","1. Male","2. Never married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30350",1986,72,"3. Some college (13 grades or more but no degree;",33,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","2. Female","5. Widowed","2. Independents","1. Working now","2. Republican"
"30351",1986,23,"3. Some college (13 grades or more but no degree;",22,"3. 34 to 67 percentile","2. Black non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","8. Student","0. No gubernatorial race in state (includes Washington"
"30352",1986,40,"3. Some college (13 grades or more but no degree;",41,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","1. Democrat"
"30353",1986,61,"3. Some college (13 grades or more but no degree;",37,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","2. Independents","6. Permanently disabled","0. No gubernatorial race in state (includes Washington"
"30354",1986,23,"4. College or advanced degree (no cases 1948)",37,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"30355",1986,32,"2. High school (12 grades or fewer, incl. non-college",47,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","2. Never married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30356",1986,34,"3. Some college (13 grades or more but no degree;",22,"4. 68 to 95 percentile","2. Black non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"30357",1986,50,"3. Some college (13 grades or more but no degree;",6,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","3. Divorced","3. Republicans (including leaners)","1. Working now","2. Republican"
"30358",1986,73,"2. High school (12 grades or fewer, incl. non-college",6,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","5. Retired","2. Republican"
"30359",1986,79,"2. High school (12 grades or fewer, incl. non-college",6,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","0. DK; NA; other; refused to answer; no Pre IW","5. Retired","2. Republican"
"30360",1986,26,"3. Some college (13 grades or more but no degree;",1,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","7. Homemaker","9. DK; NA; did not vote; DK/NA/refused to say if"
"30361",1986,25,"2. High school (12 grades or fewer, incl. non-college",1,"1. 0 to 16 percentile","1. White non-Hispanic","1. Male","7. Partners; not married (VOLUNTEERED [exc.1986,2012])","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30362",1986,44,"4. College or advanced degree (no cases 1948)",26,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","7. Partners; not married (VOLUNTEERED [exc.1986,2012])","1. Democrats (including leaners)","1. Working now","1. Democrat"
"30363",1986,70,"2. High school (12 grades or fewer, incl. non-college",25,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","5. Retired","1. Democrat"
"30364",1986,43,"2. High school (12 grades or fewer, incl. non-college",47,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"30365",1986,27,"2. High school (12 grades or fewer, incl. non-college",18,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","2. Independents","1. Working now","0. No gubernatorial race in state (includes Washington"
"30366",1986,36,"4. College or advanced degree (no cases 1948)",9,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","3. Divorced","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30367",1986,42,"2. High school (12 grades or fewer, incl. non-college",5,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30368",1986,41,"3. Some college (13 grades or more but no degree;",27,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"30369",1986,27,"2. High school (12 grades or fewer, incl. non-college",6,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","7. Homemaker","9. DK; NA; did not vote; DK/NA/refused to say if"
"30370",1986,32,"4. College or advanced degree (no cases 1948)",27,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","4. Unemployed","1. Democrat"
"30371",1986,28,"2. High school (12 grades or fewer, incl. non-college",6,"3. 34 to 67 percentile","2. Black non-Hispanic","1. Male","4. Separated","3. Republicans (including leaners)","2. Temporarily laid off","9. DK; NA; did not vote; DK/NA/refused to say if"
"30372",1986,39,"3. Some college (13 grades or more but no degree;",6,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","3. Divorced","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30373",1986,39,"2. High school (12 grades or fewer, incl. non-college",5,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30374",1986,59,"0. DK; NA; no Pre IW; short-form 'new' Cross Section",6,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"30375",1986,35,"2. High school (12 grades or fewer, incl. non-college",1,"2. 17 to 33 percentile","2. Black non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"30376",1986,63,"3. Some college (13 grades or more but no degree;",6,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","3. Divorced","1. Democrats (including leaners)","5. Retired","1. Democrat"
