ID,Gender,Marital Status,Work Status,Education,Annual Income (x1000 $),Age,Location,Purchasing Decision-maker,Purchasing Location,Monthly Electronics Spend,Monthly Household Spend,Purchasing Frequency (every x months),Technology Adoption,TV Viewing (hours/day),Favorite feature
615,male,married,professional,BA,63,80,Florida,family,specialty stores,77,326,8,early,1,schedule control
616,male,married,professional,none,26,54,Arizona,single,discount,22,44,5,early,1,cool gadget
617,female,married,none,none,36,53,Michigan,family,discount,18,55,47,early,0,cool gadget
618,male,married,professional,none,30,66,Hawaii,family,retail,13,60,25,early,1,schedule control
619,female,married,none,none,33,54,Idaho,family,retail,14,47,42,early,2,time shifting
620,female,married,professional,BA,56,29,Arizona,family,specialty stores,51,225,15,early,0,cool gadget
621,male,single,professional,none,34,74,Idaho,family,retail,18,72,10,early,2,schedule control
622,female,single,professional,none,56,59,North Carolina,single,specialty stores,83,281,1,early,1,schedule control
623,male,married,professional,BA,54,44,Vermont,family,specialty stores,60,124,7,early,1,cool gadget
624,male,married,none,none,29,52,Illinois,family,discount,16,60,8,early,0,cool gadget
625,male,married,none,none,27,63,Arizona,single,discount,15,22,45,early,1,cool gadget
626,male,married,none,BA,36,48,Idaho,family,retail,17,61,36,early,1,time shifting
627,female,married,none,none,51,34,Connecticut,family,mass-consumer electronics,37,137,21,late,3,saving favorite shows to watch as a family
628,male,married,professional,none,30,39,Washington,single,discount,11,44,22,early,2,cool gadget
629,female,single,professional,MA,55,60,Colorado,single,specialty stores,80,366,1,early,2,schedule control
630,male,single,professional,none,34,28,Hawaii,single,discount,17,84,10,early,1,cool gadget
631,male,married,none,none,25,37,Hawaii,single,discount,16,66,19,early,1,time shifting
632,female,single,professional,MA,32,21,California,single,web (ebay),28,95,31,early,4,programming/interactive features
633,female,married,professional,none,32,36,Vermont,single,discount,20,95,7,early,1,cool gadget
634,female,married,professional,none,33,34,Tennessee,family,retail,14,48,47,early,1,cool gadget
635,female,married,professional,PhD,46,63,Connecticut,family,mass-consumer electronics,31,37,22,late,9,saving favorite shows to watch as a family
636,female,single,professional,BA,31,20,Arizona,single,discount,35,55,38,early,2,programming/interactive features
637,male,married,professional,none,60,79,Pennsylvania,family,specialty stores,73,326,13,early,0,time shifting
638,male,married,none,BA,32,42,Michigan,family,retail,21,63,13,early,2,time shifting
639,female,single,none,none,31,44,Nevada,single,discount,15,66,37,early,2,schedule control
640,female,married,professional,BA,51,63,Vermont,family,specialty stores,45,87,15,early,0,schedule control
641,female,single,professional,PhD,34,24,Colorado,single,retail,28,92,33,early,2,programming/interactive features
642,male,married,none,none,29,79,Oregon,family,retail,18,65,42,early,2,time shifting
643,male,single,professional,MA,52,25,Delaware,single,specialty stores,67,83,6,early,2,cool gadget
644,male,married,professional,BA,52,37,Washington,family,specialty stores,64,224,8,early,2,cool gadget
645,male,married,professional,none,35,42,Nevada,family,discount,18,46,22,early,1,time shifting
646,male,married,professional,BA,53,39,Maine,family,mass-consumer electronics,45,59,40,late,4,saving favorite shows to watch as a family
647,female,married,professional,MA,46,51,Colorado,family,mass-consumer electronics,34,103,16,late,9,saving favorite shows to watch as a family
648,male,married,professional,PhD,48,22,Massachusetts,family,specialty stores,43,80,2,early,2,cool gadget
649,male,married,none,none,44,48,New Jersey,family,mass-consumer electronics,45,72,20,late,14,saving favorite shows to watch as a family
650,male,married,professional,none,33,68,Delaware,single,discount,17,33,12,early,0,cool gadget
651,male,married,professional,MA,52,63,California,family,mass-consumer electronics,40,67,31,late,10,saving favorite shows to watch as a family
652,male,married,none,none,31,48,Vermont,family,discount,16,30,27,early,1,time shifting
653,female,married,professional,BA,43,61,Hawaii,family,mass-consumer electronics,59,75,14,late,6,saving favorite shows to watch as a family
654,male,married,none,none,26,30,Illinois,single,retail,15,54,40,early,1,schedule control
655,female,married,professional,PhD,28,25,Texas,single,web (ebay),33,73,42,early,0,programming/interactive features
656,male,single,professional,none,32,53,Florida,family,discount,18,58,45,early,2,schedule control
657,male,married,professional,BA,30,31,Tennessee,single,discount,15,58,29,early,1,time shifting
658,female,single,professional,MA,27,21,New Jersey,single,discount,32,98,46,early,4,programming/interactive features
659,female,married,none,none,24,59,Washington,single,discount,14,45,2,early,1,time shifting
660,male,married,professional,none,30,54,Nevada,family,retail,18,52,33,early,0,cool gadget
661,male,married,professional,none,31,75,Arizona,family,retail,21,34,39,early,1,schedule control
662,male,married,none,none,47,55,Georgia,family,mass-consumer electronics,30,91,25,late,0,saving favorite shows to watch as a family
663,male,married,professional,BA,52,37,Nevada,family,specialty stores,43,191,5,early,1,cool gadget
664,female,married,none,BA,32,67,California,family,discount,16,73,5,early,0,time shifting
665,male,married,professional,MA,49,58,New York,family,mass-consumer electronics,44,95,23,late,8,saving favorite shows to watch as a family
666,male,married,professional,MA,48,35,Vermont,family,mass-consumer electronics,31,60,24,late,11,saving favorite shows to watch as a family
667,male,single,none,none,35,64,Massachusetts,family,discount,16,53,12,early,1,schedule control
668,male,married,none,BA,28,77,Washington,family,retail,15,54,36,early,1,cool gadget
669,female,married,none,none,27,51,Rhode Island,single,discount,11,30,16,early,1,cool gadget
670,female,married,none,BA,45,46,Rhode Island,family,mass-consumer electronics,42,80,43,late,13,saving favorite shows to watch as a family
671,male,married,professional,BA,56,56,Massachusetts,family,specialty stores,52,250,6,early,1,time shifting
672,male,married,professional,none,34,47,Delaware,single,retail,11,16,27,early,0,cool gadget
673,male,married,professional,none,26,76,Hawaii,single,discount,9,14,4,early,2,schedule control
674,male,married,professional,BA,39,32,Washington,family,retail,19,32,2,early,0,schedule control
675,male,married,professional,BA,60,76,Delaware,family,specialty stores,55,97,12,early,2,time shifting
676,female,married,professional,PhD,48,76,Pennsylvania,family,mass-consumer electronics,32,113,26,late,13,saving favorite shows to watch as a family
677,male,married,none,none,32,34,Alaska,family,retail,21,71,27,early,1,schedule control
678,male,married,none,none,32,36,Georgia,family,discount,20,27,3,early,2,time shifting
679,male,single,professional,MA,24,23,Maine,single,retail,31,147,19,early,3,programming/interactive features
680,male,married,professional,BA,53,31,Arizona,family,mass-consumer electronics,51,202,26,late,13,saving favorite shows to watch as a family
681,female,married,professional,PhD,56,69,Maryland,family,specialty stores,23,92,7,early,1,schedule control
682,female,married,none,PhD,30,34,Arizona,family,discount,19,26,19,early,0,cool gadget
683,female,married,none,none,30,26,Pennsylvania,family,discount,19,85,26,early,2,schedule control
684,male,married,professional,BA,54,45,Massachusetts,family,specialty stores,65,309,10,early,0,time shifting
685,female,married,none,none,22,30,Maine,single,discount,14,70,15,early,2,cool gadget
686,male,single,none,PhD,45,61,Utah,single,mass-consumer electronics,38,170,48,late,11,saving favorite shows to watch as a family
687,female,married,professional,none,27,68,Nevada,family,discount,19,80,32,early,0,cool gadget
688,female,single,professional,none,26,40,New Hampshire,family,retail,14,44,44,early,0,cool gadget
689,male,married,professional,none,27,26,Illinois,single,discount,14,26,21,early,2,schedule control
690,female,married,none,BA,28,53,New York,single,discount,19,51,43,early,2,time shifting
691,male,single,professional,BA,29,27,Massachusetts,single,discount,35,57,10,early,0,programming/interactive features
692,male,married,none,none,25,36,Colorado,single,discount,14,18,20,early,2,time shifting
693,female,single,professional,MA,45,80,Kansas,single,mass-consumer electronics,50,239,39,late,3,saving favorite shows to watch as a family
694,male,married,none,none,31,33,Pennsylvania,single,retail,10,23,4,early,1,time shifting
695,male,married,professional,none,32,80,Idaho,family,discount,20,46,23,early,1,time shifting
696,female,single,professional,PhD,29,26,New York,single,discount,32,77,16,early,1,programming/interactive features
697,female,married,none,none,30,42,Nevada,family,discount,15,44,4,early,2,time shifting
698,male,married,professional,none,26,70,South Dakota,family,discount,15,55,42,early,1,cool gadget
699,male,married,none,BA,31,29,Massachusetts,family,discount,17,21,45,early,0,time shifting
700,male,married,professional,BA,53,41,Hawaii,family,specialty stores,81,356,11,early,1,schedule control
701,male,married,professional,none,32,41,Colorado,family,discount,19,63,16,early,1,time shifting
702,male,single,professional,PhD,57,61,Maine,single,specialty stores,43,191,3,early,2,cool gadget
703,female,married,none,none,28,41,Maine,family,retail,22,55,5,early,1,time shifting
704,female,married,professional,none,30,48,Idaho,single,retail,16,46,36,early,0,time shifting
705,male,married,professional,BA,55,52,Vermont,family,specialty stores,64,84,11,early,0,cool gadget
706,male,married,none,none,26,79,Rhode Island,single,retail,19,35,41,early,1,schedule control
707,female,single,professional,none,28,70,Pennsylvania,family,discount,17,63,35,early,1,time shifting
708,female,single,professional,none,34,20,Washington,single,discount,29,70,36,early,6,programming/interactive features
709,female,married,professional,none,32,30,Nevada,single,retail,21,97,38,early,0,time shifting
710,female,married,professional,PhD,50,72,Nevada,family,mass-consumer electronics,42,66,14,late,0,saving favorite shows to watch as a family
711,male,married,professional,BA,56,58,Rhode Island,family,specialty stores,67,332,11,early,1,schedule control
712,male,married,professional,none,34,69,Pennsylvania,single,discount,17,55,4,early,0,schedule control
713,male,married,professional,MA,33,30,Oklahoma,single,discount,36,139,4,early,2,programming/interactive features
714,female,married,professional,none,31,35,New Hampshire,family,retail,13,65,23,early,0,schedule control
715,female,married,professional,none,29,25,Rhode Island,single,discount,18,41,25,early,1,schedule control
716,female,married,none,none,31,69,Connecticut,family,discount,10,28,45,early,0,schedule control
717,male,married,none,none,30,44,New Jersey,family,retail,16,47,21,early,1,schedule control
718,female,single,professional,none,33,27,Montana,single,web (ebay),34,139,19,early,3,programming/interactive features
719,male,married,none,none,26,74,Idaho,single,retail,27,116,33,early,2,cool gadget
720,female,single,none,BA,30,37,Delaware,single,retail,17,26,27,early,0,schedule control
721,female,married,none,none,28,55,Georgia,family,discount,16,29,47,early,1,time shifting
722,female,married,professional,none,41,80,Delaware,family,mass-consumer electronics,30,76,37,late,11,saving favorite shows to watch as a family
723,female,married,none,none,35,32,Delaware,family,retail,17,23,5,early,1,time shifting
724,male,married,none,PhD,41,32,New Jersey,family,mass-consumer electronics,41,129,25,late,2,saving favorite shows to watch as a family
725,female,married,none,none,30,58,Massachusetts,single,retail,20,49,29,early,2,schedule control
726,male,single,none,none,31,60,Hawaii,family,retail,13,24,22,early,0,schedule control
727,male,married,professional,none,31,76,Vermont,single,retail,19,37,46,early,0,cool gadget
728,male,married,professional,none,35,44,Hawaii,single,discount,15,70,42,early,1,schedule control
729,female,single,professional,none,29,26,Wisconsin,single,discount,32,120,26,early,2,programming/interactive features
730,female,married,professional,BA,37,79,New Jersey,single,retail,15,44,2,early,1,cool gadget
731,female,married,none,BA,28,67,Delaware,family,discount,23,108,24,early,1,cool gadget
732,male,married,professional,PhD,52,36,Connecticut,family,specialty stores,61,92,4,early,0,time shifting
733,female,married,professional,BA,49,44,Massachusetts,family,mass-consumer electronics,48,193,37,late,1,saving favorite shows to watch as a family
734,male,married,professional,MA,49,67,Nevada,family,mass-consumer electronics,37,147,47,late,0,saving favorite shows to watch as a family
735,female,married,professional,MA,49,28,Hawaii,family,mass-consumer electronics,46,152,40,late,4,saving favorite shows to watch as a family
736,male,married,none,BA,36,40,Maryland,single,retail,17,31,47,early,1,time shifting
737,female,single,professional,MA,30,28,Utah,single,retail,34,117,5,early,3,programming/interactive features
738,female,single,none,none,25,52,Illinois,single,retail,17,39,41,early,0,time shifting
739,female,married,none,PhD,47,42,Illinois,family,mass-consumer electronics,44,72,22,late,6,saving favorite shows to watch as a family
740,female,married,professional,BA,58,69,New Hampshire,family,specialty stores,31,60,4,early,0,schedule control
741,male,married,professional,PhD,53,72,Pennsylvania,family,mass-consumer electronics,36,166,38,late,4,saving favorite shows to watch as a family
742,female,single,none,none,30,28,Colorado,family,discount,7,10,9,early,1,cool gadget
743,male,married,professional,PhD,56,59,New Jersey,family,specialty stores,72,148,7,early,1,time shifting
744,male,single,professional,PhD,27,18,Massachusetts,single,discount,35,46,17,early,5,programming/interactive features
745,female,married,professional,none,46,40,California,family,mass-consumer electronics,36,102,32,late,5,saving favorite shows to watch as a family
746,male,married,professional,BA,31,21,West Virginia,single,discount,33,39,29,early,2,programming/interactive features
747,male,married,professional,none,53,33,Arizona,family,mass-consumer electronics,49,226,31,late,3,saving favorite shows to watch as a family
748,male,married,professional,PhD,47,22,Massachusetts,family,specialty stores,42,79,2,early,2,time shifting
749,female,married,professional,none,48,67,Hawaii,family,mass-consumer electronics,48,71,36,late,3,saving favorite shows to watch as a family
750,male,married,none,BA,35,45,Tennessee,single,discount,18,42,25,early,0,cool gadget
751,female,married,professional,BA,22,51,New Hampshire,family,retail,20,58,39,early,1,cool gadget
752,male,married,professional,PhD,51,62,Hawaii,family,mass-consumer electronics,35,53,43,late,8,saving favorite shows to watch as a family
753,female,married,professional,none,30,25,Illinois,family,retail,12,60,5,early,2,time shifting
754,female,married,professional,none,26,29,Nevada,single,retail,17,41,22,early,1,cool gadget
755,male,married,professional,BA,51,56,California,family,mass-consumer electronics,41,93,40,late,5,saving favorite shows to watch as a family
756,female,married,professional,PhD,44,60,Hawaii,family,mass-consumer electronics,32,43,41,late,6,saving favorite shows to watch as a family
757,female,married,professional,none,31,23,Washington,family,discount,16,37,45,early,0,cool gadget
758,female,married,none,PhD,31,36,Indiana,family,discount,15,20,40,early,2,cool gadget
759,male,married,none,PhD,50,49,Maine,family,mass-consumer electronics,54,166,27,late,1,saving favorite shows to watch as a family
760,male,married,professional,BA,28,27,Hawaii,family,discount,19,78,10,early,1,time shifting
761,male,single,professional,BA,30,30,Pennsylvania,single,retail,31,111,44,early,4,programming/interactive features
762,male,single,professional,PhD,28,20,North Carolina,single,retail,35,51,43,early,0,programming/interactive features
763,female,married,none,PhD,45,51,Washington,family,mass-consumer electronics,55,78,37,late,6,saving favorite shows to watch as a family
764,female,married,none,BA,48,55,Arizona,family,mass-consumer electronics,35,145,13,late,4,saving favorite shows to watch as a family
765,male,married,none,BA,28,65,Hawaii,single,discount,17,79,48,early,1,schedule control
766,male,married,none,none,25,75,Pennsylvania,single,retail,14,45,20,early,2,schedule control
767,female,married,professional,none,32,28,Washington,single,discount,16,25,41,early,1,cool gadget
768,male,married,none,none,25,40,Georgia,single,retail,24,104,8,early,2,cool gadget
769,female,married,none,MA,45,36,Massachusetts,family,mass-consumer electronics,52,126,24,late,14,saving favorite shows to watch as a family
770,female,married,professional,BA,48,39,Nevada,family,mass-consumer electronics,36,81,41,late,0,saving favorite shows to watch as a family
771,male,single,professional,none,33,60,Pennsylvania,family,discount,10,41,5,early,0,schedule control
772,female,married,professional,none,29,26,California,family,retail,18,21,27,early,1,schedule control
773,female,single,professional,BA,54,51,Missouri,single,specialty stores,54,70,15,early,0,time shifting
774,female,married,none,none,34,33,Maine,family,retail,19,71,44,early,0,time shifting
775,male,married,professional,BA,47,22,Idaho,family,specialty stores,62,215,9,early,1,cool gadget
776,male,married,professional,BA,56,54,Vermont,family,specialty stores,60,190,9,early,0,time shifting
777,female,single,none,none,34,65,Connecticut,family,retail,13,52,17,early,0,time shifting
778,male,single,professional,none,49,37,Utah,single,mass-consumer electronics,37,143,20,late,2,saving favorite shows to watch as a family
779,male,married,none,MA,30,59,Georgia,family,retail,19,79,25,early,1,schedule control
780,male,married,none,PhD,48,65,Arizona,family,mass-consumer electronics,52,116,22,late,3,saving favorite shows to watch as a family
781,male,single,professional,none,35,40,Florida,family,retail,21,80,12,early,1,schedule control
782,male,married,none,PhD,44,71,Nevada,family,mass-consumer electronics,36,118,43,late,5,saving favorite shows to watch as a family
783,female,married,professional,none,30,80,Tennessee,single,retail,20,53,19,early,2,schedule control
784,male,married,professional,BA,57,61,Delaware,family,specialty stores,60,81,13,early,2,schedule control
785,female,single,professional,PhD,24,20,Alaska,single,discount,31,129,7,early,4,programming/interactive features
786,male,married,professional,MA,50,26,Georgia,family,specialty stores,49,119,15,early,0,cool gadget
787,female,married,professional,none,56,38,Massachusetts,family,specialty stores,46,160,9,early,1,time shifting
788,female,married,professional,MA,30,52,Pennsylvania,single,retail,16,64,4,early,2,time shifting
789,male,married,none,none,27,37,Rhode Island,single,discount,21,32,1,early,1,time shifting
790,male,single,professional,MA,26,26,Indiana,single,web (ebay),37,60,5,early,4,programming/interactive features
791,female,single,professional,MA,56,57,Oregon,single,specialty stores,27,88,1,early,2,schedule control
792,male,married,professional,none,30,70,Maine,single,retail,18,54,41,early,2,cool gadget
793,female,married,professional,BA,53,40,New York,family,mass-consumer electronics,46,211,13,late,7,saving favorite shows to watch as a family
794,male,married,professional,PhD,60,75,Tennessee,family,specialty stores,45,190,9,early,1,schedule control
795,female,single,professional,PhD,32,20,Virginia,single,retail,31,123,21,early,2,programming/interactive features
796,female,married,none,none,31,51,Florida,family,retail,11,15,10,early,2,cool gadget
797,female,single,professional,none,26,39,North Dakota,single,discount,18,25,25,early,1,time shifting
798,male,single,professional,BA,55,72,California,single,specialty stores,59,86,15,early,2,schedule control
799,male,married,none,none,29,55,Connecticut,single,discount,20,85,15,early,1,schedule control
800,male,single,professional,PhD,35,25,Washington,single,web (ebay),35,168,41,early,6,programming/interactive features
801,male,married,professional,none,52,30,California,family,specialty stores,43,162,2,early,1,cool gadget
802,male,single,professional,PhD,31,22,Missouri,single,retail,34,55,9,early,4,programming/interactive features
803,male,married,professional,PhD,49,58,Rhode Island,family,mass-consumer electronics,39,153,32,late,2,saving favorite shows to watch as a family
804,male,married,none,none,28,64,California,single,retail,16,25,6,early,1,schedule control
805,female,married,professional,BA,32,46,Maine,family,retail,19,30,35,early,1,cool gadget
806,male,single,professional,MA,30,21,Indiana,single,retail,34,123,5,early,4,programming/interactive features
807,female,single,professional,none,27,23,Delaware,single,retail,31,74,41,early,0,programming/interactive features
808,male,single,professional,BA,52,50,Pennsylvania,single,specialty stores,64,234,3,early,1,cool gadget
809,male,married,none,BA,30,66,Maryland,family,discount,13,53,23,early,1,cool gadget
810,female,single,professional,PhD,28,20,Maine,single,web (ebay),33,112,10,early,0,programming/interactive features
811,male,married,professional,none,28,80,Washington,family,retail,15,60,9,early,0,time shifting
812,male,married,professional,PhD,46,56,Georgia,family,mass-consumer electronics,44,89,33,late,4,saving favorite shows to watch as a family
813,male,married,none,PhD,45,32,Idaho,family,mass-consumer electronics,40,159,30,late,12,saving favorite shows to watch as a family
814,male,married,professional,PhD,27,23,South Dakota,single,retail,34,167,24,early,4,programming/interactive features
815,male,married,professional,BA,56,53,Washington,family,specialty stores,48,216,4,early,1,time shifting
816,female,married,none,none,27,76,Arizona,single,discount,25,36,4,early,2,time shifting
817,male,married,professional,PhD,26,60,Colorado,single,retail,27,69,39,early,1,time shifting
818,male,married,none,none,31,64,Nevada,family,retail,15,39,48,early,2,time shifting
819,male,married,none,none,30,58,Delaware,family,retail,21,80,46,early,2,cool gadget
820,male,married,professional,none,32,64,Alaska,family,retail,16,55,23,early,1,cool gadget
821,male,married,none,none,31,77,Vermont,family,retail,21,88,48,early,2,time shifting
822,male,single,none,MA,34,62,Maine,family,discount,17,44,2,early,1,cool gadget
823,male,single,none,none,30,75,Washington,family,retail,12,23,4,early,2,time shifting
824,male,single,professional,none,26,41,Connecticut,family,discount,20,29,33,early,2,schedule control
825,male,married,professional,PhD,48,31,Florida,family,mass-consumer electronics,39,161,28,late,2,saving favorite shows to watch as a family
826,female,married,professional,none,30,29,Connecticut,family,discount,19,37,33,early,0,cool gadget
827,male,married,professional,MA,63,80,Connecticut,family,specialty stores,65,170,1,early,1,cool gadget
828,male,married,professional,MA,47,39,Maine,family,mass-consumer electronics,36,118,47,late,9,saving favorite shows to watch as a family
829,male,married,none,MA,52,43,California,family,mass-consumer electronics,48,96,18,late,10,saving favorite shows to watch as a family
830,female,married,professional,PhD,46,31,Florida,family,mass-consumer electronics,48,173,12,late,3,saving favorite shows to watch as a family
831,male,married,professional,PhD,51,77,Maine,family,mass-consumer electronics,39,117,21,late,1,saving favorite shows to watch as a family
832,male,married,professional,BA,55,51,Washington,family,specialty stores,70,119,13,early,0,cool gadget
833,male,single,professional,BA,27,24,Utah,single,retail,36,150,4,early,2,programming/interactive features
834,female,single,professional,BA,29,27,Georgia,single,web (ebay),35,53,26,early,5,programming/interactive features
835,male,single,professional,PhD,54,47,Georgia,single,specialty stores,46,104,15,early,1,cool gadget
836,female,single,professional,BA,28,69,Connecticut,family,retail,19,39,19,early,1,schedule control
837,male,single,professional,BA,50,76,Maryland,single,specialty stores,57,181,12,early,1,cool gadget
838,male,married,professional,none,29,36,Idaho,family,discount,21,31,12,early,2,time shifting
839,male,married,professional,BA,58,63,New York,family,specialty stores,62,167,9,early,1,time shifting
840,female,married,professional,none,30,58,New Jersey,single,discount,17,26,45,early,2,schedule control
841,male,single,professional,none,30,52,New York,single,retail,18,28,6,early,1,time shifting
842,female,single,none,none,32,51,New York,single,retail,16,67,25,early,1,time shifting
843,female,married,none,BA,27,72,Pennsylvania,single,retail,12,27,1,early,2,schedule control
844,male,married,professional,none,30,75,Idaho,family,retail,13,45,36,early,2,cool gadget
845,female,single,professional,PhD,45,43,Utah,single,mass-consumer electronics,38,185,35,late,13,saving favorite shows to watch as a family
846,male,married,professional,MA,31,18,Michigan,single,web (ebay),37,104,48,early,0,programming/interactive features
847,male,married,none,MA,49,49,Tennessee,family,mass-consumer electronics,47,180,18,late,7,saving favorite shows to watch as a family
848,male,married,none,none,31,39,New York,single,discount,19,78,33,early,0,cool gadget
849,male,married,professional,BA,54,44,New Jersey,family,specialty stores,62,173,11,early,1,cool gadget
850,female,married,professional,none,32,28,Oregon,family,retail,18,66,17,early,1,schedule control
851,male,married,professional,MA,42,53,Rhode Island,family,mass-consumer electronics,43,66,42,late,3,saving favorite shows to watch as a family
852,male,married,none,PhD,47,67,Illinois,family,mass-consumer electronics,40,190,30,late,14,saving favorite shows to watch as a family
853,male,married,none,none,24,72,West Virginia,single,retail,14,26,41,early,0,time shifting
854,male,married,none,none,35,54,Maine,single,discount,15,33,21,early,2,schedule control
855,male,married,professional,BA,32,38,Maryland,single,discount,16,68,32,early,1,schedule control
856,female,married,professional,none,28,76,New Hampshire,single,retail,14,43,41,early,0,schedule control
857,male,married,none,none,31,34,Pennsylvania,single,discount,18,74,45,early,2,schedule control
858,female,single,professional,MA,32,23,Kansas,single,retail,33,88,23,early,0,programming/interactive features
859,male,married,professional,MA,47,22,Washington,family,specialty stores,35,76,12,early,2,cool gadget
860,male,married,none,none,29,54,Maryland,single,discount,15,19,30,early,1,schedule control
861,male,married,professional,BA,26,54,Maine,family,retail,13,49,10,early,1,time shifting
862,female,married,none,BA,42,48,Arizona,family,mass-consumer electronics,45,125,41,late,11,saving favorite shows to watch as a family
863,female,married,professional,BA,47,74,Arizona,family,mass-consumer electronics,39,112,46,late,10,saving favorite shows to watch as a family
864,female,married,none,none,26,24,Massachusetts,single,discount,15,53,25,early,1,schedule control
865,female,married,professional,none,31,47,Massachusetts,single,discount,16,22,26,early,1,cool gadget
866,male,single,professional,none,29,23,Vermont,single,discount,32,75,47,early,2,programming/interactive features
867,male,single,professional,BA,52,68,New Hampshire,single,specialty stores,84,346,1,early,2,time shifting
868,male,married,professional,BA,51,30,New Jersey,family,specialty stores,54,207,3,early,1,schedule control
869,male,single,none,none,33,29,California,family,discount,20,32,46,early,1,time shifting
870,female,married,professional,none,28,39,Florida,family,retail,17,28,5,early,1,schedule control
871,female,married,none,BA,45,32,Connecticut,family,mass-consumer electronics,43,63,19,late,12,saving favorite shows to watch as a family
872,female,married,professional,BA,49,32,Maryland,family,mass-consumer electronics,28,32,35,late,8,saving favorite shows to watch as a family
873,male,married,professional,BA,47,33,Vermont,family,mass-consumer electronics,47,130,29,late,13,saving favorite shows to watch as a family
874,male,single,professional,PhD,26,23,Florida,single,retail,35,128,36,early,1,programming/interactive features
875,male,single,professional,none,30,27,Vermont,single,discount,35,138,9,early,1,programming/interactive features
876,female,married,none,none,30,31,New Jersey,family,retail,17,54,31,early,1,cool gadget
877,female,single,none,BA,45,51,West Virginia,single,mass-consumer electronics,41,63,37,late,4,saving favorite shows to watch as a family
878,female,married,none,none,33,33,North Dakota,single,retail,14,50,15,early,0,time shifting
879,female,married,professional,MA,51,68,Maryland,family,mass-consumer electronics,35,56,40,late,3,saving favorite shows to watch as a family
880,female,married,professional,BA,50,31,Hawaii,family,specialty stores,52,85,3,early,0,schedule control
881,male,married,none,MA,49,55,Maine,family,mass-consumer electronics,44,66,46,late,9,saving favorite shows to watch as a family
882,male,single,professional,MA,26,30,Michigan,single,web (ebay),36,60,42,early,4,programming/interactive features
883,male,married,none,none,34,73,Arizona,single,discount,15,27,19,early,2,schedule control
884,male,married,professional,BA,61,80,Vermont,family,specialty stores,58,109,3,early,1,time shifting
885,male,single,professional,BA,52,45,Pennsylvania,single,specialty stores,62,145,15,early,2,time shifting
886,female,married,professional,PhD,47,67,Georgia,family,mass-consumer electronics,43,101,14,late,2,saving favorite shows to watch as a family
887,male,single,none,none,37,35,Missouri,single,retail,18,36,34,early,1,schedule control
888,male,single,professional,none,26,19,Ohio,single,web (ebay),33,69,33,early,4,programming/interactive features
889,male,married,professional,BA,58,67,Vermont,family,specialty stores,85,390,3,early,1,time shifting
890,female,single,professional,BA,33,23,Maryland,single,retail,36,139,14,early,5,programming/interactive features
891,female,married,none,none,32,76,Nevada,family,discount,15,50,45,early,2,time shifting
892,female,married,none,PhD,45,33,Maryland,family,mass-consumer electronics,50,91,25,late,2,saving favorite shows to watch as a family
893,male,single,professional,BA,27,25,Washington,single,web (ebay),36,70,11,early,6,programming/interactive features
894,male,married,professional,none,33,44,Nevada,family,retail,14,20,35,early,2,schedule control
895,male,married,none,none,46,52,Nevada,family,mass-consumer electronics,42,196,20,late,11,saving favorite shows to watch as a family
896,male,married,none,none,48,48,Florida,family,mass-consumer electronics,36,139,15,late,1,saving favorite shows to watch as a family
897,female,single,professional,none,31,57,Connecticut,single,retail,17,56,47,early,1,time shifting
898,female,married,none,BA,31,55,Maryland,single,retail,19,45,31,early,0,schedule control
899,female,married,professional,MA,54,61,Delaware,family,specialty stores,57,100,8,early,1,schedule control
900,male,single,professional,BA,52,55,Massachusetts,single,specialty stores,47,166,15,early,1,schedule control
901,male,married,professional,none,32,30,Idaho,single,discount,22,109,25,early,2,schedule control
902,female,single,professional,none,27,78,Utah,single,discount,18,32,31,early,2,cool gadget
903,female,single,professional,BA,59,50,Alabama,single,specialty stores,80,169,13,early,2,cool gadget
904,male,married,professional,none,27,63,New York,single,retail,11,30,30,early,1,time shifting
905,male,married,professional,BA,52,36,Arizona,family,specialty stores,69,96,10,early,1,time shifting
906,male,single,professional,none,32,26,Oklahoma,single,retail,29,110,22,early,4,programming/interactive features
907,male,single,none,none,27,46,Rhode Island,family,retail,14,38,2,early,0,cool gadget
908,female,single,professional,none,34,58,New Jersey,family,retail,19,94,18,early,0,schedule control
909,male,single,professional,PhD,28,25,Wyoming,single,discount,32,86,27,early,2,programming/interactive features
910,female,married,none,none,26,48,Georgia,family,retail,17,60,11,early,0,cool gadget
911,male,married,none,none,28,61,Illinois,single,retail,17,29,45,early,0,time shifting
912,female,single,professional,MA,29,28,West Virginia,single,web (ebay),34,88,46,early,6,programming/interactive features
913,male,married,none,BA,46,40,Rhode Island,family,mass-consumer electronics,44,77,18,late,10,saving favorite shows to watch as a family
914,female,married,none,PhD,47,53,Arizona,family,mass-consumer electronics,42,171,25,late,5,saving favorite shows to watch as a family
915,female,married,none,none,33,64,New York,single,retail,19,86,10,early,1,schedule control
916,female,married,professional,MA,51,28,Colorado,family,mass-consumer electronics,51,126,46,late,4,saving favorite shows to watch as a family
917,female,married,professional,none,30,75,New Hampshire,family,discount,15,57,21,early,1,schedule control
918,female,single,professional,MA,32,22,West Virginia,single,discount,33,75,20,early,5,programming/interactive features
919,male,married,professional,none,31,33,Vermont,family,discount,20,64,32,early,1,time shifting
920,female,married,none,none,32,65,New Jersey,single,discount,19,83,5,early,1,time shifting
921,male,married,none,none,28,76,Idaho,single,discount,20,69,26,early,2,cool gadget
